,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1076,Central Bay Street,43.6579524,-79.3873826,What a Bagel,43.66191045959347,-79.38612073584122,Restaurant
1077,Central Bay Street,43.6579524,-79.3873826,Valens Restaurants,43.65609618431269,-79.39283865916013,Restaurant
1078,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
1079,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
1080,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1081,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
1082,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
1083,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1084,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
1085,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1086,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
1087,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1088,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
1089,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1090,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
1091,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1092,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1093,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
1094,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1095,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Hilton Toronto,43.6499459,-79.385479,Hotel
1096,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
1097,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
1098,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
1099,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
1100,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
1101,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
1102,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
1103,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
1104,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
1105,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
1106,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Momofuku Noodle Bar,43.6493658716176,-79.38621652451032,Noodle House
1107,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
1108,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
1109,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
1110,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
1111,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Drake One Fifty,43.64973478218314,-79.38416200344601,Bar
1112,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1113,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Reds Wine Tavern,43.64957038171473,-79.38212873483711,Gastropub
1114,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,The Burger's Priest,43.648476440165176,-79.38737257506915,Burger Joint
1115,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
1116,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
1117,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
1118,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
1119,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Green Box Fresh Food Bar,43.650437581817954,-79.38861137514365,Sandwich Place
1120,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
1121,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
1122,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
1123,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Kops Records,43.65051219841103,-79.38812570541256,Record Shop
1124,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
1125,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Starbucks,43.650751,-79.388047,Coffee Shop
1126,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
1127,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
1128,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
1129,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1130,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
1131,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1132,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
1133,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
1134,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
1135,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
1136,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Bannock,43.652101173138405,-79.38117828399939,Restaurant
1137,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
1138,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
1139,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
1140,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1141,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
1142,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
1143,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
1144,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
1145,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
1146,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
1147,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
1148,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
1149,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1150,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
1151,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,CF Toronto Eaton Centre,43.65359376340117,-79.38061140153864,Shopping Mall
1152,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
1153,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
1154,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1155,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Little India Restaurant,43.65031880877208,-79.38899760320798,Indian Restaurant
1156,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,South Street Burger,43.65061154617051,-79.38109473310139,Burger Joint
1157,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
1158,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
1159,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1160,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Apple Eaton Centre,43.652823,-79.380615,Electronics Store
1161,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
1162,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
1163,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204301,Salad Place
1164,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Essential Beauty Bar,43.65051268683632,-79.38802119167447,Cosmetics Shop
1165,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
1166,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38012,Cosmetics Shop
1167,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Planta Queen,43.650622,-79.388154,Vegetarian / Vegan Restaurant
1168,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
1169,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
1170,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
1171,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
1172,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Five Guys,43.648952917114954,-79.38148110862167,Burger Joint
1173,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
1174,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
1175,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
1176,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1177,"Adelaide, King, Richmond",43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
1178,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
1179,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
1180,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,iQ Food Co,43.642851,-79.382081,Salad Place
1181,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
1182,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,BeaverTails,43.639736,-79.380068,Dessert Shop
1183,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
1184,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
1185,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
1186,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
1187,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
1188,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
1189,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
1190,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
1191,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
1192,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
1193,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
1194,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
1195,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
1196,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
1197,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Real Sports Bar & Grill,43.64255846521551,-79.37996506690979,Sports Bar
1198,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Boxcar Social,43.63831906511549,-79.38246311921247,Café
1199,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Miku,43.64137436,-79.37753063,Japanese Restaurant
1200,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
1201,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
1202,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
1203,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
1204,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
1205,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
1206,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
1207,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
1208,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1209,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
1210,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Booster Juice,43.64322536,-79.3812383,Smoothie Shop
1211,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
1212,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,TELUS Store,43.64331243103257,-79.38099939294844,IT Services
1213,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,PawsWay,43.63859915782706,-79.38499178154079,Event Space
1214,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Ray Bay,43.642323,-79.38593,Aquarium
1215,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
1216,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
1217,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
1218,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
1219,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1220,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
1221,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
1222,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
1223,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
1224,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,The Rec Room,43.641109851662456,-79.38676279808568,Bar
1225,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
1226,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
1227,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1228,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
1229,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Panago,43.64251764051932,-79.38359138522554,Pizza Place
1230,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Starbucks,43.64309,-79.383071,Coffee Shop
1231,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
1232,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
1233,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Dangerous Lagoon,43.64233,-79.385925,Aquarium
1234,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
1235,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
1236,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
1237,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
1238,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
1239,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
1240,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
1241,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,McCafé,43.644490691919735,-79.38110912246584,Café
1242,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
1243,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Rainbow Reef,43.64226,-79.385994,Aquarium
1244,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
1245,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Subway,43.63946501862797,-79.38353346795704,Sandwich Place
1246,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
1247,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Starbucks,43.640257,-79.381731,Coffee Shop
1248,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,InterContinental Toronto Centre,43.6441772,-79.3854425,Hotel
1249,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
1250,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Kellys Landing,43.64500578241027,-79.3826604817129,Restaurant
1251,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
1252,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
1253,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
1254,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
1255,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Union Food Court,43.644596060712175,-79.3811995633232,Food Court
1256,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
1257,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
1258,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Radisson Admiral Hotel Toronto-Harbourfront,43.6386727,-79.3857168,Hotel
1259,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
1260,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
1261,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
1262,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Dollarama,43.641765,-79.379589,Discount Store
1263,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Starbucks,43.641082,-79.378719,Coffee Shop
1264,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
1265,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Sushi Shop,43.643485,-79.38096,Restaurant
1266,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Winners,43.64206291678669,-79.37900143460836,Clothing Store
1267,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
1268,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
1269,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
1270,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
1271,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
1272,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
1273,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
1274,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
1275,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
1276,"Harbourfront East, Toronto Islands, Union Station",43.6408157,-79.38175229999999,Chipotle Mexican Grill,43.64489,-79.38305,Mexican Restaurant
